IdATM	Статус	Год	Дата последней задачи	Банкомат/ИПТ--Снятие системного блока на ремонт	Программное обеспечение--OFFLINE. Требуется перезагрузка	Программное обеспечение--Завис. Требуется перезагрузка.	Программное обеспечение--Переустановка банкоматного ПО	Программное обеспечение--Требуется проверка сист. блока	Cerber--Гарантийный ремонт.	Cerber--требуется включить	Detwig--N\A	Detwig--N\A. Требуется перезагрузить АТМ	Detwig--Переустановка	Депозит--Готов к подкреплению	Депозит--Разгружен	Депозит--Сбой	Депозит--Сбой. Замятие. Требуется инкассация	Депозит--Сбой. Кассета переполнена. Требуется инкассация	Депозит--Сбой. Требуется перезагрузка по питанию	Депозит--Требуется инкассация	Депозит--Требуется проинкассировать в связи с вывозом	Депозит--Требуется разгрузить. Оставить сейф открытым.	Диспенсер--Готов к подкреплению	Диспенсер--Готов к подкреплению с покупюрным снятием.	Диспенсер--Закончились деньги в кассетах	Диспенсер--Профилактика	Диспенсер--Разгружен	Диспенсер--Разгружен аварийно	Диспенсер--Разгружен в связи с перемещением	Диспенсер--Разгружен в связи со сбоем диспенсера	Диспенсер--Разгружен в связи со сбоем кассет	Диспенсер--Сбой	Диспенсер--Сбой. Инкассация с подкреплением.	Диспенсер--Сбой. Требуется тех. выезд инженера.	Диспенсер--Сбой. Требуется тех.выезд инкассаторов. При необходимости разгрузить.	Банкомат/ИПТ--Требуется замена ИБП	Картридер--Замена устройства	Картридер--Захват карты	Картридер--Профилактика	Картридер--Сбой	Картридер--Требуется ремонт	Клавиатура EPP--Замена устройства	Клавиатура EPP--Профилактика	Клавиатура EPP--Сбой	Клавиатура FDK--Замена устройства	Клавиатура FDK--Профилактика	Комм. Оборудование--OFFLINE	Комм. Оборудование--OFFLINE. Требуется перезагрузка	Комм. Оборудование--Замена устройства	Монитор--Проверка работоспособности	Монитор--Требуется замена	ППОБ (Плановая профилактика)--Готов к подкреплению	ППОБ (Плановая профилактика)--Разгружен	ППОБ (Плановая профилактика)--Требуется разгрузка (замки перевести на инженерные)	Считыватель ТК--OFFLINE	Считыватель ТК--Замена устройства	Считыватель ТК--Профилактика	Считыватель ТК--Сбой	Считыватель ТК--Установка	Чековый принтер--Замена расходных материалов. Закончилась бумага	Чековый принтер--Замена расходных материалов. Мало бумаги	Чековый принтер--Замена устройства	Чековый принтер--Профилактика	Чековый принтер--Ремонт	Чековый принтер--Сбой	Банкомат/ИПТ--Проверка работоспособности	Банкомат/ИПТ--требуется ремонт кассет	Банкомат/ИПТ--Ремонт замка	Депозит--Сбой.Необходимо сбросить ошибку.	Банкомат/ИПТ--Не работает сканер штрих-кодов, требуется проверка	Депозит--Разгружен. Требуется замена купюроприемника	Банкомат/ИПТ--Ошибка по журнальному принтеру	Время просрочки, ч
1223	Работает	2018	22.02.2021	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	3	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	
1224	Снят	2018	02.06.2020	0	0	0	0	0	0	0	2	3	2	0	0	20	0	0	1	0	0	0	3	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	2	0	0	0	9	0	0	0	0	0	0	0	
1225	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	
1226	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
1228	Работает	2018	04.02.2021	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	7	0	0	0	0	0	0	0	
1229	Работает	2018	03.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1230	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
1231	Работает	2018	26.02.2021	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	1	7	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	
1232	Работает	2018	08.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	
1233	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
1234	Работает	2018	23.02.2021	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	
1235	Работает	2018	26.01.2021	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	
1236	Работает	2018	03.12.2020	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	
1237	Работает	2018	05.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
1238	Работает	2018	23.02.2021	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1239	Работает	2018	25.12.2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
1240	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	
1241	Работает	2018	23.12.2020	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	
1242	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	7	0	1	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	5	0	0	0	14	0	0	0	0	0	0	0	
1243	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	
1244	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	
1245	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0	
1246	Работает	2018	11.02.2021	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1247	Работает	2018	24.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
1248	Работает	2018	22.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	
1250	Работает	2018	24.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
1251	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	2	0	0	0	5	1	0	0	0	1	0	8	1	2	0	2	0	0	6	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	
1252	Работает	2018	22.12.2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	1	0	8	0	0	0	0	0	0	0	
1253	Работает	2018	24.02.2021	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	7	3	0	0	4	0	0	0	0	0	0	0	
1254	Работает	2018	22.02.2021	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	
1255	Работает	2018	10.12.2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	
1256	Работает	2018	22.01.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	
1257	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
1259	Работает	2018	11.01.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
1260	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	
1261	Работает	2018	21.01.2021	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
1262	Работает	2018	23.02.2021	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
1263	Работает	2018	19.01.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
1264	Работает	2018	24.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
1265	Работает	2018	19.01.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	9	0	0	0	10	0	0	0	0	0	0	0	
1267	Работает	2018	04.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	
1268	Работает	2018	18.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
1269	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	1	0	0	3	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	
1270	Работает	2018	10.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	
1271	Снят	2018	06.04.2018	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1272	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1273	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	
1274	Работает	2018	04.02.2021	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
1275	Работает	2018	27.01.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
1276	Работает	2018	16.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	6	0	0	0	0	0	0	0	
1277	Работает	2018	17.12.2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	2	0	0	0	6	0	0	1	7	0	0	0	0	0	0	0	
1278	Работает	2018	26.02.2021	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	2	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	
1279	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	
1280	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	6	0	1	0	2	0	0	0	0	0	0	0	
1281	Работает	2018	15.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	
1282	Снят	2018	28.05.2018	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1283	Работает	2018	22.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
1284	Работает	2018	26.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	
1286	Работает	2018	30.12.2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	
1287	Работает	2018	22.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1288	Работает	2018	26.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1289	Работает	2018	24.02.2021	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	
1290	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
1291	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
1294	Работает	2018	22.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	
1295	Работает	2018	15.01.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
1296	Работает	2018	22.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	
1297	Работает	2018	09.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	
1298	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
1299	Работает	2018	16.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	
1300	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	
1301	Работает	2018	12.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	
1302	Работает	2018	18.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	
1303	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	
1304	Работает	2018	21.01.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	2	0	0	0	0	0	0	0	
1305	Работает	2018	26.02.2021	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	
1306	Работает	2018	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	
1307	Работает	2018	01.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	0	7	0	0	0	0	0	0	0	
1308	Работает	2018	18.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	
1309	Работает	2018	25.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	
